atax,dace_cpu,32,"(113144, 141424)",1.3286670560009952
atax,dace_cpu,32,"(113144, 141424)",1.3330515230009041
atax,dace_cpu,32,"(113144, 141424)",1.2793258679994324
atax,dace_cpu,32,"(113144, 141424)",1.346414529998583
atax,dace_cpu,32,"(113144, 141424)",1.35555717799798
atax,dace_cpu,32,"(113144, 141424)",1.2621246820017404
atax,dace_cpu,32,"(113144, 141424)",1.2059507800004212
atax,dace_cpu,32,"(113144, 141424)",1.2063628110008722
atax,dace_cpu,32,"(113144, 141424)",1.205485366001085
atax,dace_cpu,32,"(113144, 141424)",1.2038280770029814
bicg,dace_cpu,32,"(141424, 113144)",2.3837336949982273
bicg,dace_cpu,32,"(141424, 113144)",2.2861149290001777
bicg,dace_cpu,32,"(141424, 113144)",2.181393739003397
bicg,dace_cpu,32,"(141424, 113144)",2.0701546580021386
bicg,dace_cpu,32,"(141424, 113144)",2.02341010300006
bicg,dace_cpu,32,"(141424, 113144)",1.8545368950035481
bicg,dace_cpu,32,"(141424, 113144)",1.8330207330000121
bicg,dace_cpu,32,"(141424, 113144)",1.6990121909984737
bicg,dace_cpu,32,"(141424, 113144)",1.6745846519988845
bicg,dace_cpu,32,"(141424, 113144)",1.5905373720015632
doitgen,dace_cpu,32,"(4096, 512, 512)",0.7022274540031503
doitgen,dace_cpu,32,"(4096, 512, 512)",0.698977364001621
doitgen,dace_cpu,32,"(4096, 512, 512)",0.699051669002074
doitgen,dace_cpu,32,"(4096, 512, 512)",0.7007653740001842
doitgen,dace_cpu,32,"(4096, 512, 512)",0.697956209001859
doitgen,dace_cpu,32,"(4096, 512, 512)",0.6998966270002711
doitgen,dace_cpu,32,"(4096, 512, 512)",0.7006505729987111
doitgen,dace_cpu,32,"(4096, 512, 512)",0.7021222629991826
doitgen,dace_cpu,32,"(4096, 512, 512)",0.6991279870017024
doitgen,dace_cpu,32,"(4096, 512, 512)",0.7009305959982157
gemm,dace_cpu,32,"(25400, 29216, 16512)",13.240429985999072
gemm,dace_cpu,32,"(25400, 29216, 16512)",13.22369727199839
gemm,dace_cpu,32,"(25400, 29216, 16512)",13.214838507999957
gemm,dace_cpu,32,"(25400, 29216, 16512)",13.209520036998583
gemm,dace_cpu,32,"(25400, 29216, 16512)",13.225201507000747
gemm,dace_cpu,32,"(25400, 29216, 16512)",13.197297851002077
gemm,dace_cpu,32,"(25400, 29216, 16512)",13.210667751001893
gemm,dace_cpu,32,"(25400, 29216, 16512)",13.20939375799935
gemm,dace_cpu,32,"(25400, 29216, 16512)",13.205951319003361
gemm,dace_cpu,32,"(25400, 29216, 16512)",13.213344117997622
gemver,dace_cpu,32,"(56576,)",0.541788495000219
gemver,dace_cpu,32,"(56576,)",0.5429147639988514
gemver,dace_cpu,32,"(56576,)",0.5434092949981277
gemver,dace_cpu,32,"(56576,)",0.5420792149998306
gemver,dace_cpu,32,"(56576,)",0.5423283319978509
gemver,dace_cpu,32,"(56576,)",0.5413042699983635
gemver,dace_cpu,32,"(56576,)",0.540549725999881
gemver,dace_cpu,32,"(56576,)",0.5416543930004991
gemver,dace_cpu,32,"(56576,)",0.5426546550006606
gemver,dace_cpu,32,"(56576,)",0.5408808480024163
gesummv,dace_cpu,32,"(126720,)",1.9726786649989663
gesummv,dace_cpu,32,"(126720,)",1.8860661329999857
gesummv,dace_cpu,32,"(126720,)",1.80775440099751
gesummv,dace_cpu,32,"(126720,)",1.8287361790025898
gesummv,dace_cpu,32,"(126720,)",1.7337250349992246
gesummv,dace_cpu,32,"(126720,)",1.6641880330025742
gesummv,dace_cpu,32,"(126720,)",1.6172012950009957
gesummv,dace_cpu,32,"(126720,)",1.5986337760004972
gesummv,dace_cpu,32,"(126720,)",1.56577419200039
gesummv,dace_cpu,32,"(126720,)",1.5647058340000513
k2mm,dace_cpu,32,"(20320, 22864, 13976)",15.377151885000785
k2mm,dace_cpu,32,"(20320, 22864, 13976)",15.394752725998842
k2mm,dace_cpu,32,"(20320, 22864, 13976)",15.404782894998789
k2mm,dace_cpu,32,"(20320, 22864, 13976)",15.36350033599956
k2mm,dace_cpu,32,"(20320, 22864, 13976)",15.355260766002175
k2mm,dace_cpu,32,"(20320, 22864, 13976)",15.365670618000877
k2mm,dace_cpu,32,"(20320, 22864, 13976)",15.399710194000363
k2mm,dace_cpu,32,"(20320, 22864, 13976)",15.400845258998743
k2mm,dace_cpu,32,"(20320, 22864, 13976)",15.382571131001896
k2mm,dace_cpu,32,"(20320, 22864, 13976)",15.387392197000736
