benchmark,framework,sockets,sizes,time
gemm,dace_cpu,1,"(8000, 9200, 5200)",1.177918031000445
gemm,dace_cpu,1,"(8000, 9200, 5200)",1.2497585839992098
gemm,dace_cpu,1,"(8000, 9200, 5200)",1.2365198049992614
gemm,dace_cpu,1,"(8000, 9200, 5200)",1.174197255000763
gemm,dace_cpu,1,"(8000, 9200, 5200)",1.1706481330002134
gemm,dace_cpu,1,"(8000, 9200, 5200)",1.121317666998948
gemm,dace_cpu,1,"(8000, 9200, 5200)",1.2262847789970692
gemm,dace_cpu,1,"(8000, 9200, 5200)",1.3004263660004654
gemver,dace_cpu,1,"(10000,)",0.07949989700136939
gemver,dace_cpu,1,"(10000,)",0.07950804299980518
gemver,dace_cpu,1,"(10000,)",0.08359826599917142
gemver,dace_cpu,1,"(10000,)",0.08523852600046666
gemver,dace_cpu,1,"(10000,)",0.07840622900039307
gemver,dace_cpu,1,"(10000,)",0.0886558430029254
gemver,dace_cpu,1,"(10000,)",0.08396627500042086
gemver,dace_cpu,1,"(10000,)",0.0840566389997548
gemver,dace_cpu,1,"(10000,)",0.08354904999941937
gemver,dace_cpu,1,"(10000,)",0.086486681997485
gesummv,dace_cpu,1,"(22400,)",0.34252548899894464
gesummv,dace_cpu,1,"(22400,)",0.376458676000766
gesummv,dace_cpu,1,"(22400,)",0.3762164500003564
gesummv,dace_cpu,1,"(22400,)",0.3502747940001427
gesummv,dace_cpu,1,"(22400,)",0.3696964039991144
gesummv,dace_cpu,1,"(22400,)",0.3538345740016666
gesummv,dace_cpu,1,"(22400,)",0.35782983799799695
gesummv,dace_cpu,1,"(22400,)",0.35636802299995907
gesummv,dace_cpu,1,"(22400,)",0.35793790000025183
gesummv,dace_cpu,1,"(22400,)",0.35993768499974976
k2mm,dace_cpu,1,"(6400, 7200, 4400)",1.3297422860014194
k2mm,dace_cpu,1,"(6400, 7200, 4400)",1.189429491001647
k2mm,dace_cpu,1,"(6400, 7200, 4400)",1.1988709779980127
k2mm,dace_cpu,1,"(6400, 7200, 4400)",1.2005840780002472
k2mm,dace_cpu,1,"(6400, 7200, 4400)",1.2085527729977912
k2mm,dace_cpu,1,"(6400, 7200, 4400)",1.189053802001581
k2mm,dace_cpu,1,"(6400, 7200, 4400)",1.2115086910016544
k2mm,dace_cpu,1,"(6400, 7200, 4400)",1.2298940860018774
k2mm,dace_cpu,1,"(6400, 7200, 4400)",1.215214856001694
k2mm,dace_cpu,1,"(6400, 7200, 4400)",1.2095382129991776
k3mm,dace_cpu,1,"(6400, 7200, 4000)",1.4529825540012098
k3mm,dace_cpu,1,"(6400, 7200, 4000)",1.4450484029985091
k3mm,dace_cpu,1,"(6400, 7200, 4000)",1.446524748000229
k3mm,dace_cpu,1,"(6400, 7200, 4000)",1.4440364229994884
k3mm,dace_cpu,1,"(6400, 7200, 4000)",1.4445092140013003
k3mm,dace_cpu,1,"(6400, 7200, 4000)",1.465820500998234
k3mm,dace_cpu,1,"(6400, 7200, 4000)",1.4684075950026454
k3mm,dace_cpu,1,"(6400, 7200, 4000)",1.4655101600001217
k3mm,dace_cpu,1,"(6400, 7200, 4000)",1.450309012998332
k3mm,dace_cpu,1,"(6400, 7200, 4000)",1.4727411960011523
mvt,dace_cpu,1,"(22000,)",0.5132391730003292
mvt,dace_cpu,1,"(22000,)",0.5059470989981492
mvt,dace_cpu,1,"(22000,)",0.536191069000779
mvt,dace_cpu,1,"(22000,)",0.47607778500241693
mvt,dace_cpu,1,"(22000,)",0.340459020997514
mvt,dace_cpu,1,"(22000,)",0.22759373799999594
mvt,dace_cpu,1,"(22000,)",0.226997088000644
mvt,dace_cpu,1,"(22000,)",0.22653892499874928
mvt,dace_cpu,1,"(22000,)",0.23302833100024145
mvt,dace_cpu,1,"(22000,)",0.22606712500055437
jacobi_1d,dace_cpu,1,"(1000, 24000)",0.11229944799924851
jacobi_1d,dace_cpu,1,"(1000, 24000)",0.11197460100083845
jacobi_1d,dace_cpu,1,"(1000, 24000)",0.11361410099925706
jacobi_1d,dace_cpu,1,"(1000, 24000)",0.11433403800037922
jacobi_1d,dace_cpu,1,"(1000, 24000)",0.11302485600026557
jacobi_1d,dace_cpu,1,"(1000, 24000)",0.11408312400089926
jacobi_1d,dace_cpu,1,"(1000, 24000)",0.11264065500290599
jacobi_1d,dace_cpu,1,"(1000, 24000)",0.11363817700112122
jacobi_1d,dace_cpu,1,"(1000, 24000)",0.11378946900003939
jacobi_1d,dace_cpu,1,"(1000, 24000)",0.11074305700094556
jacobi_2d,dace_cpu,1,"(1000, 500)",1.1462440849973063
jacobi_2d,dace_cpu,1,"(1000, 500)",1.1382199569998193
jacobi_2d,dace_cpu,1,"(1000, 500)",1.1814802599983523
jacobi_2d,dace_cpu,1,"(1000, 500)",1.0060100810005679
jacobi_2d,dace_cpu,1,"(1000, 500)",0.9791073320011492
jacobi_2d,dace_cpu,1,"(1000, 500)",1.0994120799987286
jacobi_2d,dace_cpu,1,"(1000, 500)",1.088869129998784
jacobi_2d,dace_cpu,1,"(1000, 500)",1.0945264529982524
jacobi_2d,dace_cpu,1,"(1000, 500)",1.086339866000344
jacobi_2d,dace_cpu,1,"(1000, 500)",1.0726598920009565
